Taxonomy 1,Taxonomy 2,Tool Name,Tool Description,Top Features,Pros,Cons,Pricing,Website Link,"Affiliate Programme
Y/N",Affiliate Programme Link/ Revenue
Tools,Content Writing Tools,ProWritingAid,"ProWritingAid is an AI-powered one of the best content writing tools that helps you become a better writer.
Just like the grammar checkers that we all depend on, ProWritingAid helps you find and correct embarrassing grammar and spelling mistakes. But it also does so much more.
It goes way beyond grammar to help you improve the clarity, strength, vocabulary, and style of writing, making it more persuasive and engaging for your reader.","- Third Party Integrations
- Assisted Content Creation","- The premium plans for ProWritingAid can save you money over Grammarly’s plans.
- Big fan of sentence fragments (see what I did there?) ProWritingAid’s more informal style guidelines won’t waste your time with unnecessary corrections.
- Finding synonyms that are targeted to your needs is so easy with ProWritingAid. In fact, it is my favorite tool for word choices, even above Power Thesaurus.
- ProWritingAid is one of the best writing tools to make your wording more direct. For example, if you write “walked quickly,” it will make recommendations like “dashed” or “hurried.”","In the accuracy department, Grammar has more to offer when it comes to making corrections.",Yearly: $149.00,https://prowritingaid.com/,Yes,Application
Tools,Content Writing Tools,Copyscape,"Copyscape is a great writing tool for all those who want to check if their content is free of plagiarism. This tool goes through your content and finds similarities that it has with other content on the internet. By doing so, you can easily make your content completely original and reap the benefits of the same.","- Copy-paste originality checks
- PDF and Word file uploads
- Batch search
- Private index
- Case tracking
- API
- WordPress integration","- Optimizes the Content efficiently.
- Plagiarism Checker.
- Spell check and Grammar check functionality.","- It should provide more document support.
- Customer Service can be improved.
- Premium plans should have variety.","Copyscape Premium: 3¢ per search (up to 200 words) plus 1¢ per extra 100 words.
Copysentry Standard: $4.95/month for up to 10 pages, plus $0.25/month per additional page.
Copysentry Professional: $19.95/month for up to 10 pages, plus $1.00/month per additional page.",https://www.copyscape.com/,No,
Tools,Content Writing Tools,Cliche Finder,"Cliche Finder helps you find repetitive overused phrases that don’t add value to your articles. It checks your writing, highlights cliches, and tells you exactly which lines need some adjustments. This makes it one of the best content writing tools to help you improve the quality of your blog posts. 
It can also be extremely helpful while writing an email and thus it’s a great idea to include it in your email marketing strategy.
It is a simple tool with minimal design. But it analyzes your text to help you remove cliches and convey your message efficiently.","Find and highlight cliches.
Eliminate clichés (including trite, stale, and overused word choices and phrases) in your writing.",n/a,n/a,Free,http://cliche.theinfo.org/,No,
Tools,Content Writing Tools,Hemingway Editor,The Hemingway App helps you refine your writing. It is one of the best content writing tools for those who want to improve their writing skills.,"The app highlights lengthy, complex, and hard-to-read sentences, asking you to shorten them.
It provides suggestions to replace difficult words and phrases with simpler ones and omit unnecessary adverbs. And it highlights the use of passive voice as well.
You can edit your article for improved readability and also enhance your writing style over time. This can help you write stellar content for posting on social media as well.","- It is hard to beat this user interface for elegance. Like the writing it helps you to compose, it is spectacularly streamlined. It loads rapidly as well.
- The color-coding helps you instantly identify issues in your copy.
- It’s free!","This app is one of the best online writing tools for its purpose, but you cannot use it for anything outside of simplifying your writing and making it more direct.",Free,https://hemingwayapp.com/,No,
Tools,Content Writing Tools,Readable,"This writing tool by WebpageFX allows you to check the readability of your blog post.
You can either input the URL of your published blog posts or copy-paste the entire text directly.
Readable will help you analyze how readable your blog post is so that you can fine-tune it for enhanced readability. Additionally, it can help you check the readability of content you’re posting on social media.","The app highlights lengthy, complex, and hard-to-read sentences, asking you to shorten them.
It provides suggestions to replace difficult words and phrases with simpler ones and omit unnecessary adverbs. And it highlights the use of passive voice as well.
You can edit your article for improved readability and also enhance your writing style over time. This can help you write stellar content for posting on social media as well.","- Text Readibility Tool
- Speed","- Some features take forever to load, like keyword density and gender analysis","ContentPro: $4/month billed as $48/annually
CommercePro: $24/month billed as $288/annually 
AgencyPro: $69/month billed as $828/annually",https://readable.com/,Yes,Earn 10% of the subscription value of each premium subscriber you refer to Readable.
Tools,Productivity,OneTab,"OneTab is a fantastic tool that helps you convert all your tabs into a list. You can easily access any of these with just a click. Along with avoiding clutter, it also speeds up your laptop by saving up to 95% of its memory usage. Such tactics from the tool can help you write more articles with less battery usage. Not only this, OneTab also allows you to share your tabs with other people. This means that you can share your research with other writers. It also makes it easier for you to explain to them what revisions you’re looking for.",- Chrome extension,n/a,n/a,n/a,https://www.one-tab.com/,No,
Tools,Content Writing Tools,Reedsy,"Reedsy allows you to find rhymes, poems, similar sounding words, homophones, and quotations you can use to compose poetic pieces of content.
Along with these, it also helps you find synonyms, antonyms, adjectives, and phrases related to the word you search for.
All these features make this writing tool your go-to place when you can’t figure out the right words to express your thoughts. It’s also great for writing captions on social media, as they need to be short and catchy.","Title Generator
Name Generator
Short story ideas
Writing Exercises
Writing Prompts
Writing Tool",n/a,n/a,Free,https://reedsy.com/,No,
Tools,Content Writing Tools,Word Counter,"The powerful writing tool lets you identify the most frequently used words in your content.
You can use this tool to identify and eliminate repetitive terms from your content and refine it to match the highest quality standards. This can help you write content for posting on social media with ease.",n/a,n/a,n/a,Free,https://wordcounter.net/,No,
Tools,Content Writing Tools,TextExpander,"TextExpander is a great content writing tool to amplify your day-to-day productivity. It allows you to instantly insert snippets such as email addresses and images while you type.
You can save a lot of time and also avoid typos and copy/paste errors.
It also allows you to maintain consistency as you can share signatures and descriptions with your team. Such tactics from the tool can help you improve productivity by typing in a smarter way.","- Search/Filter
- Notes Management
- Collaboration Tools
- File Sharing
- Document Generation
- Contact Management
- Team ChaT","- Helps with productivity
- Works great for personalizing a stock email.
- Can replace words or phrases","- Shuts down mid note and losing everything written.
- Hard to remember shortcuts
- Hard to use on phone","Monthly
Individual: $3.33
Billed annually at $39.96

Business: $8.33
Billed annually at $99.96

Growth: $10.83
Billed annually at $129.96

Enterprises
Pricing based on your needs and usage",https://textexpander.com/,Yes,Application
Tools,Content Writing Tools,TweakYourBiz’s Title Generator,"Title Generator tool by TweakYourBiz, you can generate topics for your next blog post. All you need to do is to input the topic you want to write about and hit “enter.",n/a,n/a,n/a,Free,https://tweakyourbiz.com/title-generator,No,
Tools,Content Writing Tools,Ulysses,"Ulysses is an ideal distraction-free content writing tool for Mac, iPad, and iPhone. With a clean interface and an excellent selection of distraction-free modes, it helps you write more. You can set writing goals, track progress, organize your blog posts, and publish directly to WordPress.
Write from anywhere, anytime as your content library automatically syncs between all connected devices through iCloud. You can always continue where you left off.
In the absence of a lot of buttons and menus, you can concentrate on writing. It is a perfect writing app for those who believe in the “less is more” theory.","- A Colorful Editor
- Add Writing Goals
- Full Keyboard Navigation
- Dashboard
- Create, Format, and Share Tables","- Reaccess Images You Used on Your Articles
- Beautiful and tidy interface.
- Ample features.
- Excellent selection of views and distraction-free modes.
- Tracks writing goals.
- Can publish directly to WordPress, Medium.","- Only available on Apple devices.
- Expensive subscription-only pricing.","Monthly: $5.99
Annual: $39.99",https://ulysses.app/,No,
Tools,Content Writing Tools,Scrivener,"Scrivener is a writing tool aimed at anyone working on a long document. It could be a novel, an essay, a pillar article, or a lengthy blog post.
The main purpose of Scrivener is to help you organize your writing process, research and notes, and to “see the forest for the trees” as suits you at any given moment.
It can fully replace your regular word processor. If you have massive amounts of information to organize, this is a great tool to help you do it.","You will find Scrivener most useful if you’re working on long documents—especially multiple long documents simultaneously.
Novel-writers will probably glean the most value from Scrivener.
But if you’re working on essays or pillar posts—especially if they are part of a series—the organizing tools Scrivener offers should make it easy to visualize and manage your writing and edits.","-You will not have to waste time jumping around inside documents or back and forth between them in search of specific sections. Zooming in on the details or out to see the big picture is unbelievably easy.
- Break down long texts into small sections or edit the whole document–you have complete control.
- Integrated outlining and side-by-side document viewing make consistency checks a breeze.
- Track progress toward your writing goals, and accomplish them more quickly.","- You can use Scrivener on Windows, iOS or macOS—but seriously, why is there no Android app?
- This writing software isn’t exactly fast. In fact, sometimes it lags while you’re typing. Super annoying.","Standard Licence for macOS: $49.00
Educational Licence for macOS: $41.65 ",https://www.literatureandlatte.com/scrivener/overview,Yes,"When you become a sales affiliate, you earn a 20% commission on any licences that are sold as a result of the user coming to our store through your website."
Tools,Content Writing Tools,Write,"Write! Is the simple app that will let you take a deep breath, focus, and really immerse yourself in your writing process.","Write! is to help you concentrate. That means the interface is bare bones simple—no clutter, no distractions.
- A money-back guarantee
- Free edits
- 100% uniqueness
- On-time delivery
- 24/7 support
- A confidentiality guarantee-","- Write! offers a dark theme – yes! Not only is this easier on the eyes, but it also helps me concentrate.
- Save your work directly to the Cloud. If you jump from one device to another on a regular basis, you can say goodbye to USB drives, Google Docs, emailing yourself - documents, and other hassles. Your work will be there waiting for you.
- You only need to pay a one-time fee for permanent access to Write! So many tools require subscriptions, making this a refreshing exception to the rule.","For some users, Write! could be a little bit too minimalist. If you're looking to see dense information on your screen while you work, you will need a different app.",One time fee: $24.95,https://writeapp.co/,No,
Tools,Content Writing Tools,Storyist,A powerful writing environment for novelists and screenwriters,"Storyist helps you track your plot, characters, and settings,
and keeps all of your writing organized and accessible—
so you can focus on telling your story.
- Produce submission-ready manuscripts and screenplays
- Get a high-level overview of your story
- Keep all your writing organized and accessible","- Templates for screenplays and manuscripts are already loaded in and ready to go. That way, you can be totally in the zone with composition and let the formatting effortlessly take care of itself.
- You have planning and composition tools all in one place, helping you stay organized and produce consistent content.
- It is hard to argue with the price, especially for the iOS version.","If you'ren’t an Apple user, you cannot use Storyist. You will need to go with Scrivener or another option.","Storyist 4 for macOS: $59.00
Storyist 4 for iOS 13 or later: $19.00",https://www.storyist.com/,No,
Tools,Content Writing Tools,Final Draft,Looking for the best writing tools for screenwriters? Look no further than Final Draft. This program is the industry standard for scriptwriting.,"Frase is the number-one selling screenwriting software in the world.
- Used by 95% of the entertainment industry.
- Best choice for screenwriting
- Final Draft paginates your script to entertainment industry formats
- Over 300 templates for screenplays, teleplays, comics, immersive storytelling, graphic novels, and stage plays
- Write using Windows, Mac, or in the Final Draft Mobile app for iPhone & iPad (app sold separately)","This program is the industry standard for scriptwriting.
- When you use Final Draft, you will be joining the ranks of Hollywood icons like J.J. Abrams and Guillermo del Toro. Seriously. If it’s good enough for Abrams, it’s good enough for you.
- What is the biggest pain about screenwriting? In a word, formatting. But with Final Draft’s 300+ templates, the formatting is all set to go. You just let your imagination pour right on out onto the page.
- Final Draft gives you full control over not just your writing, but also your organizing process. This is critical for avoiding continuity errors. And nowhere is that more important than on the big screen!",There is no getting around it. The price for Final Draft ain’t cheap. But this writing tool is absolutely worth it if you want to draft professionally formatted scripts the fast and easy way,"30-day Free Trial 
Price: $249.99
For Current Customers: SPECIAL UPGRADE PRICING ONLY: $69.99",https://www.finaldraft.com/,No,Reseller
Tools,SEO Writing Tool,Frase,"Frase helps you research, write, and optimize content that ranks 1st on Google – in minutes instead of hours.","This app is a fantastic choice if you're in search of something that makes it a breeze to put together an outline for your content and compose a great article.
When you first glimpse the interface, you might feel a little overwhelmed. But trust me – once you learn the ropes, you should find this app more intuitive than others you're using.","- Frase does a great job suggesting highly relevant long-tail keywords, and also makes it fast and easy to delete those that don’t make the cut.
- Frase makes it ridiculously easy to view the context of its recommended keywords, headings and questions. That way, you understand the reasons for its suggestions, and you can save time building context around keywords you want to work into your content.
- Frase seems to score content pretty accurately. It doesn’t ding your score because you used a common word more than an exact, arbitrary number of times.
- Frase is actually cheaper without the SEO add-on–and I’m convinced it is the superior tool.","The biggest weakness of Frase is that you do need to purchase the SEO add-on feature separately if you want to use it. This does raise the cost significantly. So, you will need to be prepared for that before you take the plunge.","$44.99 monthly for individual plan 
$114.99 monthly for team plan",https://www.frase.io/,Yes,"Share Frase with your network. When they sign up with a special offer, we’ll give you up to a 40% commission every month."
Tools,SEO Writing Tool,Topic,"Topic helps editors and agencies create
content briefs in half the time.","Topic is an option worth considering if you're in search of an SEO writing tool that does a good job with respect to outlining as well as recommending useful keywords and phrases.
- Consolidate Your Research
- Rapidly Build an Outline
- Optimize Before Publishing
- See The Results","- Topic has tools that make it fast and easy to generate an outline and dive right into writing, saving you time building content.
- On the whole, Topic’s suggestions for headings and keywords are relevant and helpful.
- This writing tool is a bit pricey compared to some competitors.","Like Surfer, I feel Topic is prone to a lot of irrelevant keyword “noise.” But I would say it generates a bit less of it, and also goes less overboard with common standalone words.
If you share my preference for working in an offline document and then pasting in your writing, you will be annoyed at Topic’s strange propensity to add and remove spaces between paragraphs in real-time for unclear reasons. Seriously, it’s like it is possessed.","Starter
$ 99 / month
($10 / brief)
For individuals or small startups. Create and optimize up to 10 articles a month.

Plus
$ 199 / month
($8 / brief)
For in-house content teams and agencies. Create and optimize 25 articles a month.

Premium
$ 299 / month
($6 / brief)
For agencies producing content at scale. Create and optimize 50 articles a month.",https://www.usetopic.com/,Yes,The client gets 50% off their first month and you receive 20% recurring for the lifetime of the account.
Tools,SEO Writing Tool,Plottr,Plottr is to aid you in crafting consistent storylines.,"- Visual Timelines: Like a digital corkboard, Plottr's easy-to-use drag & drop visual timelines let you create eye-pleasing plots that are built to help you outline better, faster.
- Story Bibles: It's time to ditch the index cards. Use Plottr to track your characters and places. Brainstorm with notes and stay organized with tags.
- Starter Templates: Plottr comes with 30+ plot and scene templates (and counting!) based on proven storytelling structures to help you kickstart your writing project.
- Series Planning: Planning a large series or writing project doesn't have to be a chore. These tools take the headache out of outlining.
- Software Integrations: Plottr integrates with a number of existing popular writing tools to make your experience as seamless as possible.
- Plottr Pro: Spend more time writing and less time worrying about everything else. Our Pro version brings Plottr online and enables secure, cloud-based functionality.","- Stop driving yourself crazy trying to create custom flow charts in weird programs like Paint, and toss your paper outlines and charts in the trash. Finally, you have a tool that has all the capabilities you need for easy organizing of plot events, characters, locations, and more.
- Got everything ready to go? In just a few clicks, you can export to Scrivener or Word and get down to business.","If you want to actually have an app for composition, you will have to use another writing tool. This one is only for planning. But—as just pointed out, exporting is a breeze.",$25 per year or $99 for life,https://plottr.com/,Yes,Earn 20% commission on each successful sale you refer.
Tools,Content Writing,The Guardian and Observer Style Guide,A spelling and word use guide,n/a,n/a,n/a,FREE,https://www.theguardian.com/guardian-observer-style-guide-a,No,n/a
Tools,Content Writing,UK vs US spelling,Comprehensive* list of American and British spelling differences,n/a,n/a,n/a,FREE,http://www.tysto.com/uk-us-spelling-list.html,No,n/a
Tools,Content Writing,Title Capitalization Tool,"If you’re a UK content writer working on copy for a US audience, capitalising words in titles won’t come naturally to you, so the Title Capitalization Tool will be really useful. However, it works in reverse too, so you can change headlines that are currently in title case to sentence case as well.",n/a,n/a,n/a,FREE,https://capitalizemytitle.com/,No,n/a
Tools,Content Writing,Semrush Writing Assistant,"The SWA tool helps content writers create high-quality, unique, SEO-optimized content that ranks well in Google search results. The SWA tool helps content writers create high-quality, unique, SEO-optimized content that ranks well in Google search results. r",n/a,"- Powerful content optimization tool 
- Checks writing in four areas 
- Doubles up as a plagiarism checker 
- Integrates with popular writing editors 
- Paid version includes a full suite of SEO and content marketing tools ",- Free accounts limited to one Content Template.,"Monthly
Pro $119.95
Guru: $229.95
Business: $449.95",https://www.semrush.com/swa/,Yes,"Earn $200 for every new subscription sale,$10 for every new trial and$0.01 for the new sign-up"
Tools,SEO,RankMath,Rank Math is a Search Engine Optimization plugin for WordPress that makes it easy for anyone to optimize their content with built-in suggestions based on widely-accepted best practices.,"- Easy to follow Setup Wizard
- Clean, & Simple User Interface
- Content AI - Your Personal AI Assistant
- Built-In Advanced SEO Analytics Module
- Google Index Status
- Google Analytics 4 Integration
- Rank Tracker
- Keep an Eye on Position History
- Ranking Keywords for Posts
- Import Schema Markup from Other Websites","- Has minimal impact on the performance of your website.
- Intuitive and relatively easy to use.
- Excellent array of SEO data and analytics.
- Great basic page SEO optimisation.
- Good social media integration.","- The array of features may be overwhelming for novice users.
- Some image features may not be the clearest.","Standard Price (No Discount)

Pro: £129.00 per year.
Business: £429.00 per year.
Agency: £999.00 per year.",https://rankmath.com/,Yes,"Become an affiliate today, and earn 30% commission for sending customers our way."
Tools,SEO,Page Optimizer,"PageOptimize Pro, also known as POP is an SEO tool that can help writers and marketers easily optimize their web content. This tool is powered by Kyle Roof’s SEO method and has over 400+ proven results. ",n/a,"- Free 7-day trial available
- Uses a science-backed SEO approach 
- Easy-to-use with Chrome extension available",UI is a bit clunky,"Annual
Agency: $499.00
Business: $199.00
Pro: $59.00",https://pageoptimizer.pro/,Yes,https://pageoptimizer.pro/become-an-affiliate/
Tools,SEO,SEO Powersuite,SEO PowerSuite is an all-in-one SEO software solution. You can download it for free and use its many tools to help you produce content that ranks.,n/a,"- All-in-one SEO toolkit
- Generous free plan 
- On-page optimization 
- Competitor and keyword research",Downloadable software,"Free
Professional: $299/year
Enterprise: $499/year",https://www.link-assistant.com/,No,
Tools,SEO,Clearscope,"Clearscope is an enterprise-level SEO content optimization platform. It’s used by some of the biggest businesses including YouTube, Nvidia, Adobe, and Webflow.","You can use Clearscope to build winning content briefs and outlines and optimize your content in the built-in text editor with real-time scoring and customized feedback.
Clearscope reports enable you to audit top-ranking Google search results and analyze the data, and the keyword discovery tool helps you find search queries to target in your content strategy.
It integrates easily into your existing workflows. You can hook it up to Google Docs using an add-on, or to WordPress via a plugin.","- Quickly create content briefs
- Real-time text editor 
- Easy integration 
- Keyword discovery",Business-level plans are expensive,"Essentials: $170.00
Business: $1200.00
Enterprise: Custom Pricing",https://www.clearscope.io/,No,
Tools,SEO,Market Muse,MarketMuse is an AI-powered content planning and optimization tool. It helps you write the best content while streamlining the creation process.,,"- Broad feature set
- Detailed briefs 
- Real-time feedback on your content",Overpriced compared to competitors,"Free: $0/mo No CC Required
Standard: $7,200/yr
Premium: $12,000/yr**",https://www.marketmuse.com/,Yes,https://dash.partnerstack.com/application?company=marketmuse&group=affiliate
Tools,Content Writing Tools,Neutral Text,"NeuralText is another AI-powered platform that helps with content creation. It comes with multiple tools to help you save time and automate the writing process so you can work smarter, not harder.",,"- Built-in content optimizer
- AI-powered 
- Content and copy generator 
- Useful time-saving features",Interface can be clunky,"Free
Basic: $49.00
Pro: $119.00
Enterprise: Custom",https://www.neuraltext.com/,Yes,30% for life after sign up
Tools,Productivity,Milanote,"is a web-based note-taking tool that considers notebooks as a canvas rather than legal pads.

An interface that looks like a pasteboard can display a variety of components, such as photographs, color swatches, links to examples of related websites, arrows, emoticons, and text. You may share your boards with collaborators so that they can make comments and collaborate in real-time with you.","Works well for design-related photos and notes
Milanote’s drag-and-drop interface allows you to organize your project as you like
Good collaborative features on the go
The user interface of Milanote is delightfully minimalistic
It’s ideal for taking notes on the fly
Any web page may be clipped using Milanote’s Web Clipper","- offers and the real-time collaboration
- Can be used on phone or desktop
- Save links to websites and make notes 
- You can make some amazing mindmaps and vision boards",- No offline mode,"Free: Free usage of up to 100 notes, images, or links, 10 file uploads, and unlimited board sharing.
Pay per person: $9.99/month for unlimited notes, images, uploads, and shared boards.
Upgrade your team: $49/month for unlimited notes, images, uploads, and shared boards with priority support.",https://milanote.com/,No,
Tools,Content Writing Tools,Roam,"Roam is a “note-taking tool for networked cognition” that makes it easy to link your ideas together. Just like Obsidian, you can create interlinked notes. Each note has a connection to other notes, but it does not live within a notebook or a separate piece of paper. Everything is interchangeable, not because it’s all in the same folder or hierarchy, but because of the relationships between the notes.

Despite being a great app, it’s only web-based and it can’t export in formats like docs or pdf, to name a few. Still, it creates a huge graph that has nodes connected in a vast structure where you can get an overview of all of your pages and how they’re connected by looking at this graph and not many applications offer this feature. ","Daily notes can be used for free-form journaling beyond the brief nightly prompts.
Roam can track daily tasks along with short- and long-term goals
You can use Roam to jot down notes simultaneously while you read your favorite book
You can use Roam Research to keep track of talks, themes, and next actions
Powerful graphical database to overview all your notes in a single place","- Clean and Easy to use
-Real Roam Research Online Type Experience:
- Good Integration Of Image And Video:","- Server
- UI design","Pro: $15/month or $165/year for unlimited private & public graphs along with unlimited collaborators.
Believer: $500/ for 5 years, includes everything in the pro plan along with first access to new features and priority support.",https://roamresearch.com/,No,
Tools,Content Writing Tools,Dropbox Paper,"Paper is a free product from Dropbox that is designed primarily to assist teams in working together on the same document that needs to have real-time collaboration. Users have some flexibility in how they generate papers within different work environments, and they can keep track of deadlines, assignments, and milestones with Paper’s project management features. 

Additionally, it provides the capacity to create documentation and presentations in a very minimalistic way. However, in comparison to other options on this list, it offers less features and customizations. ","Straightforward to use and collaborate with the rest of your team effortlessly
Using a single shared document, you can keep track of project details, collaborate on deliverables, and solicit comments
Paper’s iOS and Android apps allow you to scribble down thoughts anywhere and everywhere
Using Paper’s clever formatting features and clean style, you’ll be able to produce great work in no time
By creating milestones and handling approvals in a central location, cross-functional teams can work together more effectively","- Nice integration from Dropbox
- Free",- Slow to adjust UI,Free,https://www.dropbox.com/paper/start,Yes,Our new Dropbox Affiliate Program allows anyone with a website or blog to earn cash (up to $50) for each new Dropbox Pro
Tools,Content Writing Tools,Tysto,"If you write for brands around the globe, you might often see yourself juggle between UK and US English. When you switch between the two writing styles, it can get confusing for you at times. Though not a content writing tool, this UK vs US Spelling List by Tysto is a boon for such writers.
What’s more, you ask?
It provides you with an extensive list of American and British spelling differences. In case of confusion, you can always refer to this list for appropriate spelling usage. This can help you improve as a writer.",n/a,n/a,n/a,Free,http://www.tysto.com/uk-us-spelling-list.html,No,
Tools,Content Writing Tools,Weava,"Weava helps you research efficiently.You can organize all of your research materials in one place, highlight what’s important, and add notes.
Weava allows you to categorize your content highlights into specific collections. With cloud syncing, you can even collaborate with your team and work together. This tool is extremely helpful for those who work on the extensively curated research papers or dissertations.","- Highlight websites & PDFs
- Annotate highlighted texts
- Organize your research
- Collaborate with your team
- Cite automatically",n/a,n/a,"Free Version
Premium: $3.99/month",https://www.weavatools.com/,No,
Tools,Content Writing Tools,The Hoth - Title Generator,"The Hoth helps you find the perfect headlines for your blog posts so that you don’t need to rack your brains to come up with it.
It makes the process for creating a headline absolutely simple. All you need to do is enter a content idea. Post that, you’ll need to enter the audience’s desired outcome, their problems, name of the industry, and name of the target audience.
The tool will weave its magic and come up with stellar headlines for your content. Using them, you can rank higher up in searches and catch the attention of your audience.",n/a,n/a,n/a,Free,https://www.thehoth.com/headline-generator/,Yes,Up to 25% Commissions(60 Day Cookie)Easy SignupHigh Converting Funnel
Tools,Content Writing Tools,Typewrite,"Typewrite is one of the best content writing tools that helps you to write more efficiently. You can format your text as you type without taking your hands off the keyboard. Such tactics can help you save time while writing your articles.
It also allows you to save versions of your content and restore to a previous one at any time.
You can also sync your files with Dropbox to keep them safe. And you can also collaborate with other writers or editors in real-time. Editing together has never been easier.","Markdown Formatting
Format with Markdown. Style text as you type without taking your hands off the keyboard.

Instagram Integration
Integrated with Instagram using the project https://zapier.com/apps/instagram/integrations. Connected followers and automatic likes.

Versions
Save versions of your work as you go. Compare and revert to previous versions at any time.

Dropbox Sync
Sync with Dropbox. Use your favourite text editors on your phone, tablet, or computer.",n/a,n/a,Free,https://typewrite.io/,No,
Tools,SEO,Siteliner,"What’s duplicate content? Identical content to other websites. And Google penalizes websites with it.
Siteliner is an SEO checker tool that helps you find duplicate content on your website. You’ll be able to scan your entire website to find duplicate content, broken links, average page size and speed, the number of internal links per page, and more. It also compares your website to the average of websites checked with this tool to help you better understand where you stand.","- Duplicate content analysis.
- Broken link analysis.
- Sitemap creation and reporting.","- Find Your Power Pages
- Find Duplicate Website Content
- Find Your Broken Links
- See All Your Internal and External Links
- Generate and Download Accurate Reports","- Limited Free Option
- Limited Competitive Analysis Metrics","Free Version
Premium Plan (1c/scan)",http://www.siteliner.com/,No,
Tools,SEO,Keywords Everywhere: SEO Keyword Tool,"Keywords Everywhere aggregates data from various SEO tools like Google Analytics, Search Console, Google Trends, and more to help you find the best keywords to rank for. Free SEO tools like these simplify the process of determining the best keywords for your website. So rather than going through several websites each day, you can use this one tool to save you a huge amount of time.","Google - Keywords Everywhere shows you the following on Google to free users.
- SEO Difficulty metrics
- Trend chart
- Related keywords, ""people also search for"", Trending keywords & long-tail keywords in widgets on the right hand side of Google. 
- Estimated organic traffic and the top 5000 keywords for all pages & websites on Google. 
- Moz link metrics for domains present in the organic search results. 
- Backlinks for webpage and domain","- Smooth interface
- Excellent User Experience
- The customizable and straightforward features gives you most of the keyword data you need. 
- It is compatible with more than ten different engines and platforms is another pro that needs to be considered, especially since not all tools give you data from the popular marketplaces out there today. ","- easy to forget you have it turned on, so you can waste your credits by accident.","$10 - 100,000 credits
$50 - 500,000 credits
$100 - 1M credits
$200 - 2M credits
$500 - 5M credits
$1000 - 10M credits",https://chrome.google.com/webstore/detail/keywords-everywhere-keywo/hbapdpeemoojbophdfndmlgdhppljgmp?hl=en,No,
Tools,SEO,Serpstat,"Serpstat is a growth-hacking platform for SEO, PPC, and content marketing goals. If you’re looking for an affordable all-in-one tool to solve SEO tasks, analyze competitors, and manage your team, Serpstat will be a great choice. Many experts are now switching to the tool, as it has collected keyword and competitor analysis data for all the Google regions in the world. Moreover, Serpstat is known for its awesome features. The most popular one is a Missing Keywords feature, which identifies the keywords that your competitors are ranking for in the top-10 search results, and you aren’t.","- Competitor Intelligence. Identify and analyze market players
- Content Marketing. Analyze & Create — locate high-quality and ranking content
- Full cycle SEO Management. Tools to get on Google top
- Market Intelligence and Analytics. To explore a business's niche and world best practice used by market leaders
- Advertising and Paid Search Intelligence.","- Audit Reports are nice.
- User interface is easy to navigate.
- Domain analysis has been great for creating a baseline.","- Some of the the audit points are too technical and require more explanation.
- Would like additional report editing options.
- More suggestions for SEO improvement.","Monthly
Lite $69.00
Standard: $149.00
Advanced: $299.00",https://serpstat.com/features/,Yes,The Company shall pay the Affiliate a reward in the amount of:10% from the 1st (the first) to the 6th (the sixth) first payment inclusively;20% from the 7th (the seventh) to the 20th (the twentieth) first payment inclusively;30% from the 21st (the twenty-first) first payment and more
Tools,SEO,Wordstream Keywords,"Wordstream Keywords analyses your keywords and then assesses their relative value, so you can make sure you are implementing the key words that your customers are searching for and drive relevant traffic towards your site. As more than 15% of Google’s algorithm focuses on keywords, this is definitely an aspect on which you want to focus.","Free Tools
- Google Ads Grader
- Facebook Ads Grader
- Free Keyword Tool
- Website Grader","- Large PPC channels
- It allows you to handle PPC management process with the help of machine learning and AI, which allows you to analyse campaign data.
- It helps you save and manage time while handling PPC ad campaigns on multiple channels.
- Easy to use. ","- Not a good tool or software for new websites. Reason being, new websites usually don’t have enough content so using this tool for keyword research might not work for you.
- Lacks SEO features",Free,https://www.wordstream.com/keywords,No,
Tools,SEO,Keyword Density Checker,"Not only does a page stuffed with keywords turn off your reader, it’s also detrimental for SEO, too. Most content experts agree that your keywords should only comprise 1-3% of each post. While it’s hard to monitor this yourself, this tool checks it for you to make sure you have the perfect balance of keywords to boost SEO without overwhelming your reader. Many internet experts have confirmed that keyword density of more than 5% can make your work appear to be spam, which is really bad for your SEO.",n/a,n/a,n/a,Free,https://smallseotools.com/keyword-density-checker/,No,
Tools,SEO,Free SEO Optimization Tool,"Some businesses choose to write a post that is entirely aimed at their client. They want to provide an awesome experience for their readers and that’s great. But, before you upload it, you can review your content here and make the small teaks necessary to make sure your post is awesome for SEO as well as the reader. This is a great way to look at your posts from the point of view of a search engine. As more than 66% of all clicks online go to the first three Google results, this means that no matter how much you want to provide a good service to your customers, you won’t reach your customers without devoting some time to SEO.",n/a,n/a,n/a,Free,https://www.internetmarketingninjas.com/tools/free-optimization/,Yes,"If the new lead converts into an account, we'll pay you 5% of their monthly contract for up to 12 months!"
Tools,Forum,Paper Fellow,"When you really want to write for your customers, but are unsure what is and isn’t engaging, then you may need to chat with some or the amateurs and professionals who can provide really helpful advice in the forums here. If you’re struggling with the balance between writing for people and writing for Google, here is advice from people who have experience of this – learn from their mistakes and successes.","- 24/7 online customer support
- Outline of the work
- Title page and bibliography
- Formatting in APA, MLA, Chicago, Harvard or Turabian
- 275 or 550 words per page (double and single spacing)
- Revisions upon request",n/a,n/a,Starts at $12.99,http://paperfellows.com/,No,
